Discount(%off),Frequency,Monetary
27.580000000000005,3,1528.0
59.42000000000001,1,1335.0
29.049999999999997,4,2064.0
32.89,2,255.0
37.970000000000006,1,490.0
22.850000000000005,1,2299.0
0.0,1,9900.0
32.120000000000005,2,3339.0
0.0,1,1390.0
1.749999999999996,3,5678.0
0.0,1,640.0
28.64,3,2997.0
40.0,1,4620.0
49.75000000000001,2,903.0
12.91,6,2913.0
5.310000000000004,1,1785.0
0.0,2,3980.0
70.37,1,699.0
51.86999999999999,14,8192.0
50.239999999999995,1,12888.0
0.0,1,559.0
0.0,2,143000.0
0.0,1,280.0
58.29,2,438.0
68.77,1,499.0
51.14000000000001,1,3420.0
6.330000000000002,9,13320.0
29.75,1,850.0
0.0,3,14985.0
54.099999999999994,5,2360.0
26.83,1,990.0
28.610000000000003,1,499.0
6.969999999999999,2,2670.0
2.1499999999999964,1,2690.0
43.830000000000005,1,660.0
0.0,1,1380.0
4.0000000000000036,1,480.0
48.22,1,699.0
57.05,1,2899.0
0.0,1,439.0
6.669999999999998,1,2798.0
33.39,1,1199.0
46.379999999999995,1,3196.0
0.0,1,299.0
11.929999999999996,2,6428.0
0.0,1,28900.0
40.480000000000004,2,19998.0
14.139999999999997,1,850.0
0.0,1,2193.0
42.08,1,1500.0
43.779999999999994,1,899.0
0.0,1,360.0
61.870000000000005,1,2280.0
0.0,1,1870.0
0.0,1,35010.0
50.13000000000001,1,3980.0
25.060000000000006,1,598.0
25.029999999999998,1,599.0
2.9900000000000038,2,6101.0
25.060000000000006,2,673.0
0.0,3,990.0
10.670000000000002,4,5860.0
50.849999999999994,1,491.0
47.160000000000004,3,5230.0
0.0,1,296.0
80.06,2,6300.0
24.619999999999997,1,2480.0
32.879999999999995,1,349.0
3.3499999999999974,5,1733.0
22.250000000000004,1,699.0
0.0,1,430.0
0.0,1,3690.0
48.29,3,1059.0
0.0,6,49299.0
56.830000000000005,2,1498.0
0.0,1,720.0
0.0,1,449.0
0.0,1,1840.0
1.1199999999999988,5,67489.0
0.0,1,369.0
52.910000000000004,1,2780.0
45.36,2,789.0
34.599999999999994,2,1066.0
0.0,2,5160.0
50.059999999999995,1,399.0
0.0,1,2222.0
0.0,1,545.0
6.779999999999998,1,550.0
5.000000000000004,1,1140.0
60.5,1,790.0
57.00000000000001,1,5848.0
0.0,1,5690.0
40.080000000000005,1,299.0
3.720000000000001,2,8395.0
26.51,2,17269.0
60.61000000000001,1,390.0
18.97,1,29900.0
0.0,1,3484.0
37.580000000000005,1,799.0
0.0,1,1800.0
28.110000000000003,1,1790.0
26.670000000000005,1,440.0
0.0,1,399.0
0.0,1,599.0
36.8,1,1700.0
34.21999999999999,1,888.0
0.0,1,5990.0
17.86,1,230.0
21.46,1,699.0
55.87,1,3080.0
37.27,4,17175.0
4.800000000000004,1,2380.0
17.710000000000004,2,929.0
19.889999999999997,1,1490.0
35.19,1,3499.0
61.660000000000004,1,268.0
19.930000000000003,1,960.0
0.0,1,2936.0
19.520000000000003,24,1468.0
0.27000000000000357,3,13043.0
12.549999999999994,3,11680.0
40.739999999999995,1,640.0
25.09,3,11940.0
15.629999999999999,1,5399.0
0.0,1,488.0
20.08,2,1998.0
9.119999999999994,1,598.0
65.28,4,46268.0
28.249999999999996,3,19602.0
0.0,1,3334.0
66.67,1,19999.0
30.079999999999995,1,558.0
62.4,1,338.0
48.49,4,42926.0
20.389999999999997,1,699.0
27.480000000000004,2,3843.0
42.52,2,1598.0
0.0,1,780.0
0.0,1,493.0
22.35,5,3291.0
39.1,1,1388.0
56.67,4,17160.0
86.88,1,3360.0
0.5600000000000049,1,15900.0
45.809999999999995,1,699.0
20.86,1,277.0
50.0,1,990.0
57.97,1,290.0
29.569999999999997,5,2408.0
0.0,1,11000.0
70.07,1,299.0
13.0,1,17400.0
0.0,1,264.0
0.0,1,1790.0
86.77,4,496.0
64.25,1,1280.0
59.699999999999996,1,399.0
0.0,1,1699.0
73.17,1,1288.0
0.0,1,7999.0
2.969999999999995,1,16980.0
55.60000000000001,2,222.0
3.280000000000005,2,2949.0
0.0,1,6599.0
18.75,3,11700.0
10.999999999999998,12,4085.0
17.15,1,662.0
21.819999999999993,2,1720.0
3.3599999999999963,1,2880.0
55.33,1,759.0
0.0,1,624.0
0.0,1,15000.0
76.73,13,6083.0
43.10000000000001,1,5690.0
31.95,1,871.0
2.4499999999999966,1,2390.0
70.21,1,2380.0
70.95,1,488.0
0.0,1,780.0
0.0,1,7599.0
0.0,1,499.0
1.3599999999999945,3,25448.0
28.300000000000004,1,22800.0
0.0,1,511.0
9.350000000000003,1,3880.0
0.0,1,1379.0
55.59,1,3100.0
43.75,1,8888.0
0.0,1,545.0
34.440000000000005,1,1376.0
18.25,1,8911.0
51.019999999999996,1,480.0
53.88999999999999,1,599.0
0.0,1,4990.0
6.879999999999997,1,149.0
31.820000000000004,3,6237.0
62.39,2,2994.0
44.35,1,3890.0
0.0,2,5300.0
0.0,2,15198.0
2.510000000000001,2,3889.0
25.019999999999996,6,3644.0
64.13,1,5736.0
25.049999999999994,1,374.0
27.549999999999997,2,1157.0
5.600000000000005,4,25287.0
60.06,1,399.0
11.399999999999999,3,2410.0
30.000000000000004,1,196.0
0.0,1,6390.0
0.0,1,6599.0
0.0,1,17010.0
0.0,1,680.0
61.77,1,229.0
20.07,2,13652.0
58.92999999999999,1,690.0
0.0,1,5490.0
54.64,2,1360.0
34.51,6,3510.0
39.300000000000004,1,1554.0
0.0,1,13999.0
26.200000000000003,4,2310.0
3.2299999999999995,8,25790.0
0.0,1,6599.0
56.59,1,560.0
62.480000000000004,1,5999.0
0.7299999999999973,2,13580.0
0.0,1,9500.0
25.029999999999998,1,5990.0
29.669999999999995,4,5766.0
14.41,1,6411.0
0.0,1,1650.0
0.0,1,549.0
6.25,1,15000.0
20.08,1,398.0
61.72,1,490.0
0.0,1,980.0
0.0,1,569.0
39.03,4,4986.0
0.0,1,2100.0
0.0,1,2750.0
66.67,1,19999.0
13.249999999999995,4,1630.0
33.42,1,799.0
26.83,1,439.0
35.089999999999996,3,1110.0
78.29,1,4299.0
19.999999999999996,2,640.0
0.0,1,359.0
31.269999999999996,2,1154.0
24.91,1,600.0
25.249999999999993,1,299.0
52.71,1,5580.0
25.0,1,1260.0
0.0,1,1299.0
32.69,3,1750.0
48.28,1,600.0
10.140000000000004,2,2579.0
11.270000000000003,1,4880.0
0.0,1,4580.0
0.0,1,1620.0
20.08,1,999.0
32.76,4,16445.0
11.619999999999997,2,1148.0
55.39000000000001,1,3234.0
37.7,1,3489.0
18.04,3,2498.0
35.709999999999994,2,630.0
8.77,1,52000.0
56.08,1,2198.0
22.28,3,16887.0
12.580000000000002,1,1390.0
44.440000000000005,1,600.0
25.0,1,450.0
68.15,1,790.0
40.78000000000001,1,1445.0
15.300000000000002,5,77500.0
0.0,1,7490.0
0.0,1,656.0
47.260000000000005,2,1951.0
0.0,1,2400.0
9.999999999999998,2,3654.0
0.0,1,750.0
15.239999999999998,1,890.0
12.529999999999998,1,3490.0
19.520000000000003,1,1014.0
0.0,1,5825.0
0.0,1,2503.0
8.77,1,7280.0
0.0,1,545.0
50.1,5,3967.0
25.839999999999996,2,2299.0
26.0,1,888.0
74.44,2,2218.0
75.31,1,1699.0
40.080000000000005,1,299.0
14.719999999999999,1,72999.0
64.14999999999999,1,394.0
0.0,1,489.0
68.76,1,2499.0
52.160000000000004,2,708.0
11.109999999999998,1,4880.0
0.0,1,1990.0
0.0,1,8888.0
0.0,2,11776.0
58.97,2,1788.0
0.0,1,406.0
0.0,1,1490.0
0.0,1,6599.0
13.890000000000002,1,310.0
26.029999999999998,1,739.0
32.37,1,399.0
42.61000000000001,1,1888.0
39.68000000000001,2,602.0
0.0,1,8690.0
52.51,3,2550.0
51.04,1,705.0
14.059999999999995,2,17790.0
13.660000000000005,3,3160.0
58.33999999999999,1,1798.0
18.06,3,8669.0
1.649999999999996,3,20919.0
40.2,1,1190.0
19.46,1,298.0
45.39,1,699.0
58.36,1,4164.0
0.0,1,7599.0
0.0,2,500.0
23.119999999999997,1,369.0
35.19,1,3811.0
9.350000000000003,1,3880.0
10.870000000000001,3,1558.0
0.0,1,369.0
0.0,1,1500.0
52.32,6,7722.0
33.440000000000005,1,199.0
30.000000000000004,1,175.0
28.610000000000003,1,499.0
31.42,1,871.0
30.000000000000004,1,1050.0
24.83,1,2180.0
54.66,1,399.0
21.799999999999997,4,1629.0
44.86,1,880.0
22.470000000000002,1,690.0
35.51,1,890.0
25.339999999999996,2,2389.0
12.570000000000004,4,8760.0
16.13,1,629.0
0.0,1,349.0
65.97,2,980.0
56.91,1,599.0
0.0,1,679.0
4.84,2,1789.0
50.13000000000001,1,199.0
23.79,2,1509.0
36.89,2,1249.0
44.58,1,399.0
47.81999999999999,1,1304.0
30.000000000000004,1,3080.0
0.0,2,1090.0
19.520000000000003,1,507.0
25.060000000000006,1,897.0
33.589999999999996,1,850.0
63.9,2,1184.0
5.259999999999998,1,1980.0
0.0,1,26900.0
0.0,1,390.0
69.89000000000001,1,1111.0
67.64,2,3058.0
34.48,2,6080.0
60.5,1,790.0
43.120000000000005,3,2097.0
68.91000000000001,1,1677.0
0.0,1,1680.0
22.619999999999997,3,9748.0
28.000000000000004,2,1512.0
13.780000000000003,15,3716.0
28.080000000000005,3,7137.0
45.309999999999995,7,7469.0
0.0,1,897.0
18.369999999999997,3,14666.0
29.600000000000005,2,1189.0
0.0,2,2289.0
0.0,1,1140.0
5.030000000000001,2,3780.0
7.430000000000003,1,498.0
14.939999999999998,1,2790.0
0.0,1,7990.0
9.999999999999998,3,3645.0
26.470000000000006,1,500.0
5.840000000000001,1,30980.0
0.0,1,1180.0
67.04,1,1648.0
33.39,1,399.0
33.51,1,1782.0
0.0,1,545.0
20.38,3,1184.0
73.2,1,9380.0
28.95,1,977.0
45.03,1,769.0
2.3299999999999987,2,2478.0
23.329999999999995,2,27600.0
7.140000000000002,1,390.0
79.17,5,500.0
28.21,1,2843.0
0.0,1,2480.0
61.92999999999999,1,399.0
50.99,1,3911.0
9.999999999999998,2,3384.0
30.000000000000004,2,840.0
37.61,1,4048.0
47.35,7,2832.0
27.62,8,18804.0
58.589999999999996,1,5590.0
19.810000000000006,1,4048.0
15.620000000000001,1,1080.0
36.480000000000004,1,444.0
81.60000000000001,2,6798.0
45.64,1,299.0
39.470000000000006,1,1150.0
18.999999999999993,1,1134.0
10.350000000000003,2,9485.0
9.999999999999998,1,1044.0
81.19000000000001,1,1862.0
40.11,1,539.0
25.4,2,1789.0
18.03,1,500.0
70.5,2,9972.0
25.1,1,1790.0
4.74,2,2010.0
74.8,1,499.0
14.649999999999997,1,1690.0
0.0,1,3990.0
45.10999999999999,1,5488.0
1.5000000000000013,3,6570.0
40.0,1,870.0
13.280000000000003,2,2598.0
28.569999999999997,1,1350.0
50.24999999999999,1,199.0
1.6100000000000003,4,29331.0
41.06999999999999,1,990.0
5.169999999999996,4,4217.0
21.099999999999998,1,1799.0
52.28999999999999,2,4760.0
15.52,7,4278.0
0.0,1,15000.0
0.0,10,26820.0
0.0,1,2590.0
39.239999999999995,1,480.0
0.5600000000000049,1,15900.0
0.0,1,550.0
17.14,1,580.0
17.779999999999994,1,3288.0
31.569999999999997,1,4099.0
37.88,2,2193.0
0.0,1,2005.0
44.46,1,1999.0
13.71,2,1259.0
21.009999999999994,2,2662.0
43.879999999999995,1,11212.0
9.999999999999998,1,1350.0
19.999999999999996,3,12720.0
7.269999999999999,3,31712.0
44.8,1,1380.0
11.950000000000005,2,2874.0
56.38000000000001,1,698.0
22.67,1,580.0
45.56,1,5880.0
63.5,2,1398.0
0.0,1,1290.0
20.040000000000003,1,399.0
25.870000000000005,1,7398.0
62.0,1,380.0
20.599999999999994,1,1334.0
53.849999999999994,2,1920.0
20.009999999999994,1,16230.0
12.870000000000005,3,2147.0
33.440000000000005,2,597.0
70.69,1,498.0
53.33,1,840.0
60.03000000000001,2,598.0
21.309999999999995,4,59488.0
59.84,1,19999.0
0.0,2,5256.0
10.780000000000001,4,19440.0
58.230000000000004,1,660.0
37.739999999999995,1,990.0
70.56,2,1166.0
64.24000000000001,1,447.0
