member_id,Discount(%off),Frequency,Monetary($),D_z-score,F_z-score,M_z-score,ValueScore,Rank_ValueScore,VS_Level
9519786,33.81%,12,"1,496",0.27,4.75,-0.12,4.91,313.0,Valuable Customer
15277390,25.38%,12,"13,395",-0.1,4.75,0.19,4.91,313.0,Valuable Customer
13150026,14.31%,6,"96,915",-0.57,2.0,2.41,4.9,315.0,Valuable Customer
9867743,47.18%,7,"41,292",0.84,2.46,0.93,4.9,315.0,Valuable Customer
17803666,22.60%,6,"85,449",-0.22,2.0,2.1,4.88,317.0,Valuable Customer
7713811,56.58%,9,"4,329",1.25,3.38,-0.05,4.87,318.0,Valuable Customer
13294305,66.67%,3,"59,997",1.68,0.62,1.43,4.86,319.0,Valuable Customer
10176262,66.67%,3,"59,997",1.68,0.62,1.43,4.86,319.0,Valuable Customer
3728072,66.67%,3,"59,997",1.68,0.62,1.43,4.86,319.0,Valuable Customer
17855475,66.67%,3,"59,997",1.68,0.62,1.43,4.86,319.0,Valuable Customer
12741314,0.00%,5,"125,995",-1.19,1.54,3.18,4.82,323.0,Valuable Customer
11906880,54.11%,8,"18,352",1.14,2.92,0.32,4.82,323.0,Valuable Customer
10836185,32.47%,8,"47,368",0.21,2.92,1.09,4.82,323.0,Valuable Customer
1201636,0.00%,15,"10,844",-1.19,6.13,0.12,4.82,323.0,Valuable Customer
12955906,10.78%,2,"145,960",-0.73,0.16,3.71,4.81,327.0,Valuable Customer
15696703,50.07%,7,"34,916",0.97,2.46,0.76,4.81,327.0,Valuable Customer
6394716,22.11%,2,"130,313",-0.24,0.16,3.29,4.8,329.0,Valuable Customer
7825986,42.01%,5,"68,765",0.62,1.54,1.66,4.8,329.0,Valuable Customer
3231012,22.32%,13,"2,749",-0.23,5.21,-0.09,4.79,331.0,Valuable Customer
16145018,53.75%,6,"40,960",1.13,2.0,0.92,4.79,331.0,Valuable Customer
6167943,22.98%,11,"24,134",-0.2,4.3,0.48,4.77,333.0,Valuable Customer
17919053,51.23%,7,"32,009",1.02,2.46,0.69,4.77,333.0,Valuable Customer
9153187,60.18%,8,"8,221",1.4,2.92,0.06,4.76,335.0,Valuable Customer
10655845,0.00%,5,"124,500",-1.19,1.54,3.14,4.76,335.0,Valuable Customer
12045464,60.17%,7,"19,977",1.4,2.46,0.37,4.76,335.0,Valuable Customer
17775708,77.44%,5,"19,082",2.15,1.54,0.34,4.74,338.0,Valuable Customer
18108894,65.98%,5,"34,774",1.65,1.54,0.76,4.74,338.0,Valuable Customer
10897292,12.34%,10,"49,500",-0.66,3.84,1.15,4.74,338.0,Valuable Customer
11531618,24.90%,5,"90,270",-0.12,1.54,2.23,4.73,341.0,Valuable Customer
8560143,62.49%,5,"38,545",1.5,1.54,0.86,4.7,342.0,Valuable Customer
345677,65.28%,4,"46,268",1.62,1.08,1.06,4.7,342.0,Valuable Customer
9027180,54.06%,7,"25,881",1.14,2.46,0.52,4.66,344.0,Valuable Customer
15800456,94.96%,4,"5,140",2.9,1.08,-0.03,4.66,344.0,Valuable Customer
7465087,52.69%,9,"4,137",1.08,3.38,-0.05,4.66,344.0,Valuable Customer
6854770,50.87%,5,"52,101",1.0,1.54,1.22,4.62,347.0,Valuable Customer
14875175,49.25%,9,"7,658",0.93,3.38,0.04,4.6,348.0,Valuable Customer
11887465,52.13%,8,"14,704",1.06,2.92,0.23,4.59,349.0,Valuable Customer
15964461,66.67%,5,"29,995",1.68,1.54,0.63,4.58,350.0,Valuable Customer
7311924,0.00%,5,"119,995",-1.19,1.54,3.02,4.58,350.0,Valuable Customer
16525245,9.19%,3,"130,500",-0.79,0.62,3.3,4.58,350.0,Valuable Customer
18092066,52.42%,9,"2,239",1.07,3.38,-0.1,4.57,353.0,Valuable Customer
11548204,42.29%,6,"50,969",0.63,2.0,1.19,4.57,353.0,Valuable Customer
8232108,45.03%,10,896,0.75,3.84,-0.14,4.57,353.0,Valuable Customer
7914900,39.05%,10,"9,264",0.49,3.84,0.08,4.57,353.0,Valuable Customer
17785056,5.77%,11,"42,489",-0.94,4.3,0.96,4.56,357.0,Valuable Customer
17681390,0.00%,3,"142,200",-1.19,0.62,3.61,4.55,358.0,Valuable Customer
17980454,71.04%,6,"11,583",1.87,2.0,0.14,4.55,358.0,Valuable Customer
16885047,0.00%,3,"142,200",-1.19,0.62,3.61,4.55,358.0,Valuable Customer
8011295,0.00%,3,"142,200",-1.19,0.62,3.61,4.55,358.0,Valuable Customer
2428092,45.90%,9,"10,594",0.79,3.38,0.12,4.55,358.0,Valuable Customer
17585326,35.69%,11,"1,389",0.35,4.3,-0.13,4.54,363.0,Valuable Customer
16458991,68.49%,6,"14,370",1.76,2.0,0.22,4.53,364.0,Valuable Customer
5385315,24.53%,12,"4,800",-0.13,4.75,-0.04,4.53,364.0,Valuable Customer
3226661,53.05%,7,"23,660",1.1,2.46,0.46,4.53,364.0,Valuable Customer
5530960,22.65%,7,"64,660",-0.21,2.46,1.55,4.52,367.0,Valuable Customer
8438660,19.12%,12,"10,985",-0.37,4.75,0.13,4.48,368.0,Valuable Customer
17813979,0.00%,10,"59,800",-1.19,3.84,1.42,4.48,368.0,Valuable Customer
2406775,3.20%,3,"136,200",-1.05,0.62,3.45,4.48,368.0,Valuable Customer
14857424,39.63%,10,"5,250",0.52,3.84,-0.02,4.46,371.0,Valuable Customer
12257493,17.49%,11,"23,580",-0.44,4.3,0.46,4.44,372.0,Valuable Customer
8329034,81.86%,4,"17,196",2.34,1.08,0.29,4.44,372.0,Valuable Customer
8846469,26.55%,11,"11,150",-0.05,4.3,0.13,4.43,374.0,Valuable Customer
17910145,4.49%,11,"40,934",-1.0,4.3,0.92,4.43,374.0,Valuable Customer
11985482,8.50%,12,"23,571",-0.82,4.75,0.46,4.42,376.0,Valuable Customer
16598972,76.72%,5,"11,812",2.12,1.54,0.15,4.42,376.0,Valuable Customer
11793920,56.82%,6,"27,405",1.26,2.0,0.56,4.42,376.0,Valuable Customer
538282,72.20%,6,"6,475",1.92,2.0,0.01,4.42,376.0,Valuable Customer
14989593,40.87%,10,"2,458",0.57,3.84,-0.1,4.4,380.0,Valuable Customer
15198346,52.09%,8,"10,320",1.05,2.92,0.11,4.4,380.0,Valuable Customer
17480237,56.76%,8,"3,596",1.26,2.92,-0.07,4.39,382.0,Valuable Customer
5635841,56.84%,8,"3,345",1.26,2.92,-0.07,4.39,382.0,Valuable Customer
12152734,0.00%,7,"91,538",-1.19,2.46,2.27,4.38,384.0,Valuable Customer
188989,44.99%,9,"7,660",0.75,3.38,0.04,4.38,384.0,Valuable Customer
12315533,65.53%,7,"3,164",1.63,2.46,-0.08,4.38,384.0,Valuable Customer
13869686,35.82%,10,"8,394",0.35,3.84,0.06,4.37,387.0,Valuable Customer
12167506,62.48%,5,"29,995",1.5,1.54,0.63,4.36,388.0,Valuable Customer
2793787,7.24%,5,"104,629",-0.88,1.54,2.61,4.36,388.0,Valuable Customer
16462328,53.28%,3,"64,886",1.11,0.62,1.56,4.35,390.0,Valuable Customer
8628197,8.71%,3,"125,700",-0.82,0.62,3.17,4.35,390.0,Valuable Customer
15899014,73.92%,6,"2,398",2.0,2.0,-0.1,4.35,390.0,Valuable Customer
10577234,73.17%,6,"3,574",1.96,2.0,-0.07,4.34,393.0,Valuable Customer
15511543,48.78%,8,"13,440",0.91,2.92,0.19,4.34,393.0,Valuable Customer
17665459,64.56%,7,"3,068",1.59,2.46,-0.08,4.33,395.0,Valuable Customer
6543231,58.41%,7,"11,534",1.33,2.46,0.14,4.33,395.0,Valuable Customer
9236035,73.36%,6,"2,770",1.97,2.0,-0.09,4.33,395.0,Valuable Customer
10818614,40.10%,10,"1,144",0.54,3.84,-0.13,4.32,398.0,Valuable Customer
1260122,0.00%,6,"101,994",-1.19,2.0,2.54,4.32,398.0,Valuable Customer
17735170,0.00%,3,"136,200",-1.19,0.62,3.45,4.31,400.0,Valuable Customer
4195863,26.88%,11,"7,116",-0.03,4.3,0.03,4.31,400.0,Valuable Customer
14043100,0.00%,3,"136,200",-1.19,0.62,3.45,4.31,400.0,Valuable Customer
10939785,30.28%,9,"25,935",0.11,3.38,0.53,4.31,400.0,Valuable Customer
9060153,50.66%,8,"9,720",0.99,2.92,0.1,4.31,400.0,Valuable Customer
17270666,29.11%,10,"15,950",0.06,3.84,0.26,4.3,405.0,Valuable Customer
825341,0.00%,12,"32,160",-1.19,4.75,0.69,4.3,405.0,Valuable Customer
11519016,32.55%,10,"11,098",0.21,3.84,0.13,4.3,405.0,Valuable Customer
2455437,29.89%,11,"2,817",0.1,4.3,-0.09,4.29,408.0,Valuable Customer
2681247,54.22%,6,"27,165",1.15,2.0,0.56,4.28,409.0,Valuable Customer
17284171,63.10%,7,"3,593",1.53,2.46,-0.07,4.27,410.0,Valuable Customer
16556274,99.50%,3,36,3.1,0.62,-0.16,4.26,411.0,Valuable Customer
9492872,32.85%,5,"67,150",0.23,1.54,1.62,4.26,411.0,Valuable Customer
13594458,21.72%,10,"24,323",-0.25,3.84,0.48,4.25,413.0,Valuable Customer
18011280,54.48%,8,"2,685",1.16,2.92,-0.09,4.24,414.0,Valuable Customer
6715028,11.54%,7,"71,920",-0.69,2.46,1.75,4.22,415.0,Valuable Customer
14516186,27.18%,11,"4,566",-0.02,4.3,-0.04,4.22,415.0,Valuable Customer
18015699,98.68%,3,36,3.06,0.62,-0.16,4.2,417.0,Valuable Customer
15180368,5.19%,1,"149,800",-0.97,-0.3,3.81,4.2,417.0,Valuable Customer
8139972,98.72%,3,36,3.06,0.62,-0.16,4.2,417.0,Valuable Customer
194871,76.46%,4,"18,597",2.1,1.08,0.33,4.2,417.0,Valuable Customer
8188060,98.72%,3,36,3.06,0.62,-0.16,4.2,417.0,Valuable Customer
8449897,20.59%,11,"13,003",-0.3,4.3,0.18,4.2,417.0,Valuable Customer
13622147,98.68%,3,36,3.06,0.62,-0.16,4.2,417.0,Valuable Customer
13972659,98.72%,3,36,3.06,0.62,-0.16,4.2,417.0,Valuable Customer
1301054,73.84%,4,"22,055",1.99,1.08,0.42,4.2,417.0,Valuable Customer
12938779,79.84%,5,"2,395",2.25,1.54,-0.1,4.2,417.0,Valuable Customer
8139984,98.72%,3,36,3.06,0.62,-0.16,4.2,417.0,Valuable Customer
6880360,71.09%,6,"2,394",1.87,2.0,-0.1,4.19,428.0,Valuable Customer
6951402,49.04%,8,"8,888",0.92,2.92,0.07,4.18,429.0,Valuable Customer
1626209,36.14%,10,"3,191",0.37,3.84,-0.08,4.18,429.0,Valuable Customer
16215177,48.78%,8,"9,244",0.91,2.92,0.08,4.18,429.0,Valuable Customer
9996449,0.00%,4,"121,600",-1.19,1.08,3.06,4.18,429.0,Valuable Customer
9402655,32.32%,10,"8,047",0.2,3.84,0.05,4.16,433.0,Valuable Customer
14397061,0.00%,7,"86,000",-1.19,2.46,2.12,4.15,434.0,Valuable Customer
17898984,75.48%,4,"18,736",2.06,1.08,0.33,4.15,434.0,Valuable Customer
17537580,45.54%,8,"13,060",0.77,2.92,0.18,4.15,434.0,Valuable Customer
15831652,35.15%,10,"3,675",0.32,3.84,-0.07,4.14,437.0,Valuable Customer
6098003,63.19%,3,"46,597",1.53,0.62,1.07,4.14,437.0,Valuable Customer
5561263,38.31%,9,"10,513",0.46,3.38,0.12,4.14,437.0,Valuable Customer
14577586,66.92%,4,"29,915",1.69,1.08,0.63,4.14,437.0,Valuable Customer
8068135,60.00%,4,"38,912",1.4,1.08,0.87,4.14,437.0,Valuable Customer
12566632,1.62%,6,"94,960",-1.12,2.0,2.36,4.14,437.0,Valuable Customer
17953496,31.63%,4,"77,396",0.17,1.08,1.89,4.13,443.0,Valuable Customer
7724933,60.84%,6,"14,974",1.43,2.0,0.23,4.13,443.0,Valuable Customer
15043015,13.19%,10,"32,900",-0.62,3.84,0.71,4.13,443.0,Valuable Customer
18096582,25.14%,5,"74,440",-0.11,1.54,1.81,4.12,446.0,Valuable Customer
291666,0.00%,2,"143,000",-1.19,0.16,3.63,4.12,446.0,Valuable Customer
11464093,37.00%,2,"93,240",0.4,0.16,2.31,4.12,446.0,Valuable Customer
555591,87.97%,4,332,2.6,1.08,-0.15,4.11,449.0,Valuable Customer
12152976,42.26%,9,"4,791",0.63,3.38,-0.04,4.11,449.0,Valuable Customer
845102,4.13%,5,"102,139",-1.01,1.54,2.55,4.1,451.0,Valuable Customer
6358272,28.92%,10,"10,740",0.06,3.84,0.12,4.1,451.0,Valuable Customer
6789450,65.17%,3,"42,756",1.62,0.62,0.97,4.1,451.0,Valuable Customer
9438219,32.68%,10,"5,724",0.22,3.84,-0.01,4.1,451.0,Valuable Customer
7011355,51.02%,8,"3,840",1.01,2.92,-0.06,4.09,455.0,Valuable Customer
17747725,10.57%,3,"116,700",-0.74,0.62,2.93,4.09,455.0,Valuable Customer
12820556,13.42%,8,"54,864",-0.61,2.92,1.29,4.09,455.0,Valuable Customer
8601985,78.17%,5,"1,735",2.18,1.54,-0.12,4.09,455.0,Valuable Customer
12878204,0.56%,6,"95,400",-1.17,2.0,2.37,4.09,455.0,Valuable Customer
480363,79.17%,5,500,2.22,1.54,-0.15,4.09,455.0,Valuable Customer
9520049,8.93%,13,"3,141",-0.81,5.21,-0.08,4.08,461.0,Valuable Customer
13252910,8.88%,6,"83,666",-0.81,2.0,2.06,4.08,461.0,Valuable Customer
16752327,27.87%,3,"92,834",0.01,0.62,2.3,4.08,461.0,Valuable Customer
9989254,0.79%,4,"118,159",-1.16,1.08,2.97,4.08,461.0,Valuable Customer
17099011,42.64%,9,"3,154",0.65,3.38,-0.08,4.07,465.0,Valuable Customer
10199639,50.02%,8,"4,796",0.97,2.92,-0.04,4.07,465.0,Valuable Customer
15744473,29.03%,4,"79,200",0.06,1.08,1.94,4.07,465.0,Valuable Customer
2870138,77.98%,5,"1,768",2.17,1.54,-0.12,4.07,465.0,Valuable Customer
17743723,41.62%,9,"4,200",0.6,3.38,-0.05,4.06,469.0,Valuable Customer
17492090,69.89%,4,"23,952",1.82,1.08,0.47,4.06,469.0,Valuable Customer
16164061,16.46%,10,"26,572",-0.48,3.84,0.54,4.05,471.0,Valuable Customer
361962,86.77%,4,496,2.55,1.08,-0.15,4.04,472.0,Valuable Customer
13184432,2.55%,9,"56,210",-1.08,3.38,1.33,4.03,473.0,Valuable Customer
10893370,70.64%,5,"10,082",1.85,1.54,0.1,4.0,474.0,Valuable Customer
12188628,67.18%,6,"3,039",1.7,2.0,-0.08,4.0,474.0,Valuable Customer
862979,31.39%,9,"16,274",0.16,3.38,0.27,3.99,476.0,Valuable Customer
8525136,0.00%,5,"104,950",-1.19,1.54,2.62,3.98,477.0,Valuable Customer
10264243,50.00%,7,"14,000",0.96,2.46,0.21,3.98,477.0,Valuable Customer
17793353,1.63%,4,"113,910",-1.12,1.08,2.86,3.97,479.0,Valuable Customer
4357557,60.01%,4,"34,590",1.4,1.08,0.75,3.96,480.0,Valuable Customer
8847133,1.75%,4,"113,519",-1.12,1.08,2.85,3.96,480.0,Valuable Customer
17955855,76.04%,4,"12,579",2.09,1.08,0.17,3.95,482.0,Valuable Customer
12209712,44.09%,7,"21,257",0.71,2.46,0.4,3.95,482.0,Valuable Customer
765932,26.05%,10,"10,953",-0.07,3.84,0.13,3.95,482.0,Valuable Customer
10814619,34.46%,8,"22,696",0.29,2.92,0.44,3.94,485.0,Valuable Customer
8529282,50.78%,5,"35,278",1.0,1.54,0.77,3.94,485.0,Valuable Customer
1700299,74.95%,5,"2,441",2.04,1.54,-0.1,3.94,485.0,Valuable Customer
8095191,67.85%,5,"12,030",1.73,1.54,0.16,3.94,485.0,Valuable Customer
12201877,24.30%,10,"12,900",-0.14,3.84,0.18,3.94,485.0,Valuable Customer
17288680,40.97%,8,"13,731",0.58,2.92,0.2,3.94,485.0,Valuable Customer
13294273,27.64%,10,"8,691",0.0,3.84,0.07,3.94,485.0,Valuable Customer
17996789,71.91%,5,"6,439",1.91,1.54,0.01,3.94,485.0,Valuable Customer
9831742,42.48%,8,"11,393",0.64,2.92,0.14,3.93,493.0,Valuable Customer
11612085,48.00%,5,"38,357",0.88,1.54,0.85,3.92,494.0,Valuable Customer
16371183,73.60%,1,"49,898",1.98,-0.3,1.16,3.92,494.0,Valuable Customer
16403982,21.40%,10,"16,796",-0.27,3.84,0.28,3.92,494.0,Valuable Customer
17950054,81.11%,4,"4,444",2.31,1.08,-0.04,3.91,497.0,Valuable Customer
990974,65.36%,6,"2,700",1.63,2.0,-0.09,3.9,498.0,Valuable Customer
12441073,79.77%,4,"6,108",2.25,1.08,-0.0,3.89,499.0,Valuable Customer
8451273,57.22%,2,"59,800",1.28,0.16,1.42,3.89,499.0,Valuable Customer
6238162,27.93%,5,"64,500",0.01,1.54,1.55,3.88,501.0,Valuable Customer
9033962,53.73%,6,"17,984",1.13,2.0,0.31,3.88,501.0,Valuable Customer
17045279,76.27%,3,"21,897",2.1,0.62,0.42,3.88,501.0,Valuable Customer
6191336,81.79%,3,"14,733",2.33,0.62,0.23,3.88,501.0,Valuable Customer
15669348,59.73%,3,"44,700",1.38,0.62,1.02,3.88,501.0,Valuable Customer
1626453,27.81%,10,"6,747",0.01,3.84,0.02,3.88,501.0,Valuable Customer
11878239,70.91%,5,"6,003",1.87,1.54,-0.0,3.88,501.0,Valuable Customer
17446506,57.98%,6,"12,261",1.31,2.0,0.16,3.88,501.0,Valuable Customer
8363202,25.89%,10,"9,217",-0.07,3.84,0.08,3.87,509.0,Valuable Customer
15394121,55.07%,7,"4,369",1.18,2.46,-0.05,3.86,510.0,Valuable Customer
17601361,18.28%,3,"100,156",-0.4,0.62,2.49,3.86,510.0,Valuable Customer
13640192,60.24%,6,"7,872",1.41,2.0,0.05,3.84,512.0,Valuable Customer
15417948,45.08%,8,"5,421",0.75,2.92,-0.02,3.83,513.0,Valuable Customer
5974986,0.00%,3,"124,200",-1.19,0.62,3.13,3.83,513.0,Valuable Customer
11353771,72.20%,4,"14,676",1.92,1.08,0.23,3.82,515.0,Valuable Customer
1680833,58.23%,6,"10,467",1.32,2.0,0.11,3.82,515.0,Valuable Customer
14685750,14.64%,6,"69,386",-0.56,2.0,1.68,3.82,515.0,Valuable Customer
18122338,58.55%,4,"33,160",1.33,1.08,0.72,3.82,515.0,Valuable Customer
16876687,71.17%,4,"16,109",1.88,1.08,0.26,3.82,515.0,Valuable Customer
2962139,60.21%,6,"7,794",1.4,2.0,0.04,3.81,520.0,Valuable Customer
17919822,25.32%,9,"20,179",-0.1,3.38,0.37,3.81,520.0,Valuable Customer
6799784,38.42%,8,"13,770",0.47,2.92,0.2,3.81,520.0,Valuable Customer
15324537,9.79%,10,"29,490",-0.77,3.84,0.62,3.81,520.0,Valuable Customer
13379328,99.89%,2,2,3.11,0.16,-0.16,3.81,520.0,Valuable Customer
8042749,68.61%,5,"7,157",1.77,1.54,0.03,3.8,525.0,Valuable Customer
17594479,38.82%,8,"13,436",0.48,2.92,0.19,3.8,525.0,Valuable Customer
14590752,0.00%,5,"99,995",-1.19,1.54,2.49,3.79,527.0,Valuable Customer
5470536,70.94%,5,"3,696",1.87,1.54,-0.06,3.79,527.0,Valuable Customer
16371270,26.97%,10,"5,660",-0.03,3.84,-0.01,3.79,527.0,Valuable Customer
1871516,2.88%,4,"107,800",-1.07,1.08,2.7,3.79,527.0,Valuable Customer
14545982,70.00%,5,"4,920",1.83,1.54,-0.03,3.78,531.0,Valuable Customer
14111355,16.49%,1,"123,600",-0.48,-0.3,3.12,3.78,531.0,Valuable Customer
364692,11.00%,12,"4,085",-0.72,4.75,-0.05,3.78,531.0,Valuable Customer
8445962,99.25%,2,24,3.09,0.16,-0.16,3.78,531.0,Valuable Customer
7431562,49.68%,4,"44,030",0.95,1.08,1.01,3.78,531.0,Valuable Customer
11959115,17.94%,11,"6,010",-0.42,4.3,-0.0,3.78,531.0,Valuable Customer
5881912,69.77%,5,"4,976",1.82,1.54,-0.03,3.77,537.0,Valuable Customer
14105876,99.08%,2,24,3.08,0.16,-0.16,3.77,537.0,Valuable Customer
10705194,99.04%,2,24,3.08,0.16,-0.16,3.77,537.0,Valuable Customer
16186975,1.74%,9,"50,970",-1.12,3.38,1.19,3.76,540.0,Valuable Customer
10027971,31.40%,9,"10,836",0.16,3.38,0.12,3.76,540.0,Valuable Customer
5433407,70.39%,5,"4,266",1.84,1.54,-0.05,3.76,540.0,Valuable Customer
3047001,79.20%,4,"3,596",2.22,1.08,-0.07,3.75,543.0,Valuable Customer
17450117,2.61%,7,"72,359",-1.08,2.46,1.76,3.75,543.0,Valuable Customer
13175304,60.08%,6,"5,940",1.4,2.0,-0.01,3.74,545.0,Valuable Customer
17724608,68.45%,5,"5,995",1.76,1.54,-0.0,3.74,545.0,Valuable Customer
13729008,98.59%,2,24,3.06,0.16,-0.16,3.74,545.0,Valuable Customer
17691173,72.15%,5,"1,100",1.92,1.54,-0.13,3.74,545.0,Valuable Customer
10502759,18.54%,8,"39,048",-0.39,2.92,0.87,3.74,545.0,Valuable Customer
8137575,98.59%,2,24,3.06,0.16,-0.16,3.74,545.0,Valuable Customer
7258696,90.00%,3,36,2.69,0.62,-0.16,3.74,545.0,Valuable Customer
7138011,70.84%,5,"3,146",1.86,1.54,-0.08,3.74,545.0,Valuable Customer
13903017,98.59%,2,24,3.06,0.16,-0.16,3.74,545.0,Valuable Customer
10750323,65.63%,4,"21,041",1.64,1.08,0.4,3.73,554.0,Valuable Customer
7839645,23.64%,2,"101,222",-0.17,0.16,2.52,3.73,554.0,Valuable Customer
7130730,71.48%,5,"1,677",1.89,1.54,-0.12,3.72,556.0,Valuable Customer
14511710,82.79%,3,"8,976",2.38,0.62,0.08,3.72,556.0,Valuable Customer
12963360,54.11%,6,"13,764",1.14,2.0,0.2,3.72,556.0,Valuable Customer
8768259,95.90%,2,"3,116",2.94,0.16,-0.08,3.72,556.0,Valuable Customer
1511626,28.62%,10,"1,923",0.04,3.84,-0.11,3.72,556.0,Valuable Customer
15910727,80.37%,4,"1,111",2.27,1.08,-0.13,3.72,556.0,Valuable Customer
5923373,42.64%,6,"28,764",0.65,2.0,0.6,3.71,562.0,Valuable Customer
406165,15.30%,5,"77,500",-0.53,1.54,1.89,3.71,562.0,Valuable Customer
5249077,63.79%,4,"22,992",1.56,1.08,0.45,3.7,564.0,Valuable Customer
12333483,59.09%,6,"6,210",1.36,2.0,0.0,3.7,564.0,Valuable Customer
1900635,0.58%,6,"85,600",-1.17,2.0,2.11,3.7,564.0,Valuable Customer
15234073,49.67%,6,"19,006",0.95,2.0,0.34,3.7,564.0,Valuable Customer
16875713,4.78%,11,"21,890",-0.98,4.3,0.42,3.7,564.0,Valuable Customer
17784475,37.57%,7,"23,555",0.43,2.46,0.46,3.69,569.0,Valuable Customer
17827627,79.63%,4,"1,206",2.24,1.08,-0.13,3.69,569.0,Valuable Customer
8199533,11.86%,7,"57,980",-0.68,2.46,1.38,3.68,571.0,Valuable Customer
351019,48.49%,4,"42,926",0.9,1.08,0.98,3.68,571.0,Valuable Customer
15195365,81.86%,2,"21,183",2.34,0.16,0.4,3.68,571.0,Valuable Customer
5824844,50.00%,7,"6,330",0.96,2.46,0.01,3.68,571.0,Valuable Customer
7157818,22.06%,3,"90,720",-0.24,0.62,2.24,3.68,571.0,Valuable Customer
153455,40.36%,8,"7,582",0.55,2.92,0.04,3.67,576.0,Valuable Customer
11505763,66.63%,5,"6,876",1.68,1.54,0.02,3.67,576.0,Valuable Customer
11604134,55.19%,6,"10,531",1.19,2.0,0.12,3.67,576.0,Valuable Customer
696825,44.36%,7,"13,508",0.72,2.46,0.2,3.66,579.0,Valuable Customer
17856515,85.04%,3,"4,998",2.47,0.62,-0.03,3.66,579.0,Valuable Customer
6815357,0.00%,3,"119,970",-1.19,0.62,3.02,3.66,579.0,Valuable Customer
7891303,72.50%,3,"21,564",1.93,0.62,0.41,3.65,582.0,Valuable Customer
14695088,3.51%,4,"103,510",-1.04,1.08,2.58,3.65,582.0,Valuable Customer
7855737,35.98%,9,"1,434",0.36,3.38,-0.12,3.65,582.0,Valuable Customer
275432,59.24%,4,"27,524",1.36,1.08,0.57,3.64,585.0,Valuable Customer
11881044,7.38%,4,"97,633",-0.87,1.08,2.43,3.64,585.0,Valuable Customer
15984201,27.12%,9,"13,243",-0.02,3.38,0.19,3.64,585.0,Valuable Customer
17793784,0.00%,4,"107,960",-1.19,1.08,2.7,3.64,585.0,Valuable Customer
7603659,58.97%,6,"4,724",1.35,2.0,-0.04,3.63,589.0,Valuable Customer
12057271,30.63%,9,"8,492",0.13,3.38,0.06,3.63,589.0,Valuable Customer
9111915,86.28%,3,"2,466",2.53,0.62,-0.1,3.63,589.0,Valuable Customer
9975656,39.76%,7,"18,939",0.52,2.46,0.34,3.62,592.0,Valuable Customer
5919793,6.98%,12,"5,600",-0.89,4.75,-0.01,3.62,592.0,Valuable Customer
20422,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
16988540,0.00%,8,"60,792",-1.19,2.92,1.45,3.61,594.0,Valuable Customer
4014259,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
668276,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
16064714,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
17857955,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
9351745,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
832007,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
8818029,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
17848148,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
17839835,70.40%,4,"11,840",1.84,1.08,0.15,3.61,594.0,Valuable Customer
1192346,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
4286508,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
5443775,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
4266128,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
15379299,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
10448329,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
13291499,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
13685316,66.67%,2,"39,998",1.68,0.16,0.9,3.61,594.0,Valuable Customer
6716082,0.00%,4,"106,752",-1.19,1.08,2.67,3.6,613.0,Valuable Customer
13904387,85.06%,3,"3,123",2.48,0.62,-0.08,3.6,613.0,Valuable Customer
1827053,57.32%,6,"6,282",1.28,2.0,0.0,3.6,613.0,Valuable Customer
10340742,71.16%,4,"10,114",1.88,1.08,0.11,3.6,613.0,Valuable Customer
2742285,18.60%,11,980,-0.39,4.3,-0.14,3.6,613.0,Valuable Customer
1152538,23.62%,10,"5,385",-0.17,3.84,-0.02,3.6,613.0,Valuable Customer
9108525,42.56%,5,"37,758",0.64,1.54,0.84,3.6,613.0,Valuable Customer
10179686,76.68%,4,"3,022",2.11,1.08,-0.08,3.6,613.0,Valuable Customer
17920541,30.73%,9,"7,709",0.13,3.38,0.04,3.6,613.0,Valuable Customer
17931432,24.53%,10,"4,000",-0.13,3.84,-0.06,3.59,622.0,Valuable Customer
9324729,61.67%,2,"45,998",1.47,0.16,1.06,3.59,622.0,Valuable Customer
3337984,24.53%,10,"4,000",-0.13,3.84,-0.06,3.59,622.0,Valuable Customer
6602472,59.61%,6,"2,918",1.38,2.0,-0.09,3.59,622.0,Valuable Customer
7484178,19.57%,9,"22,314",-0.35,3.38,0.43,3.59,622.0,Valuable Customer
